loss,val_loss,mae,val_mae
0.9678532575306139,,0.751149036382374,
0.4620727677094309,,0.5264171220754322,
0.09525312581344654,,0.2280379510239551,
0.03994705018244291,,0.155412957072258,
0.023316566820109363,,0.11530525080467526,
0.0253800002269839,,0.1140514686703682,
0.02131749870941827,,0.10517004367552306,
0.01639948010836777,,0.0939195454120636,
0.015470461842548838,,0.08611952101713732,
0.01428431618076406,,0.08375072792956703,
0.018860375949818837,,0.0972087012701913,
0.015546760270617119,,0.08250484615564346,
0.01458058393511333,,0.08573210827614132,
0.0164624015604587,,0.08767935496411826,
0.01623122009301656,,0.08611070266679714,
0.01251803604444783,,0.07811372335019864,
0.01248518279700013,,0.07496317103505135,
0.011644009923513391,,0.07279326374593534,
0.014775007770176193,,0.07966049486084988,
0.013985604243843179,,0.07764163123149621,
0.011414794520916123,,0.07203961536288261,
0.012440661311541734,,0.07720258635909934,
0.010643853867230447,,0.0760382211914188,
0.011434329453071481,,0.07262036400405984,
0.011090729573927666,,0.07095935646640628,
0.010591927793269095,,0.07217100458709817,
0.012595778711042121,,0.07425901587856443,
0.011267064212772408,,0.07326640522009448,
0.011238127628243283,,0.07512818845479112,
0.011336698673212117,,0.07317463034077694,
0.009557407560733784,,0.06744503720026267,
0.010852452006043964,,0.07226422213410076,
0.008442253287955137,,0.0632491142636067,
0.009170713907990017,,0.06655459654958625,
0.012637391475053798,,0.07474473824626521,
0.009579233261511513,,0.06999727965969789,
0.010287643606333356,,0.06821647188381146,
0.008956327862841519,,0.07074775997745364,
0.01291780994812909,,0.0792896535835768,
0.011454011243155324,,0.07284643403009365,
0.010229012855377636,,0.06876522577122639,
0.009020286857297546,,0.06678812441072966,
0.011402945450850223,,0.07283847288865793,
0.01112516221933459,,0.07202468361509473,
0.01150962767975503,,0.07412429683302578,
0.01015854454109151,,0.06956230672566514,
0.011154993804857918,,0.07346842163487484,
0.012371618962405543,,0.0744082692422365,
0.010206683183481035,,0.06761729834895384,
0.009751153840242248,,0.0666503886643209,
0.008103903493304787,,0.06340890260119188,
0.013513832647157343,,0.07646177552248302,
0.011465200394588081,,0.07312589785770367,
0.010357167645308533,,0.07281322326315076,
0.011841272347067533,,0.0699226115094988,
0.00923316010372027,,0.0650482140481472,
0.007750654320453147,,0.061554693273807824,
0.008701298018231204,,0.06590059791740618,
0.007534596113193976,,0.06072706572319332,
0.009004841191007903,,0.06367846401898485,
0.008902597780290403,,0.06825590212094157,
0.009208284097870714,,0.06805356768401045,
0.009320160046244334,,0.06573929225927905,
0.009170587517713246,,0.06479351732291673,
0.009307061983762603,,0.06746824615095791,
0.00834772814261286,,0.06555208367736716,
0.008595539851261205,,0.06460192544679892,
0.007804146185088412,,0.06000976401724314,
0.009236695575772932,,0.06649620634944815,
0.007163533242419362,,0.061914497300198205,
0.011328074149787426,,0.0700755258531947,
0.00881886923391568,,0.06623390513031106,
0.009171381151597751,,0.06699773963344724,
0.008856203535718745,,0.0637849481090119,
0.007764492098144011,,0.06168311187311223,
0.009596896431359806,,0.06658962035649701,
0.009084408796441398,,0.06886217507876848,
0.008456725161522627,,0.06497555833898093,
0.008904337022900827,,0.06418225208395406,
0.009024455383616058,,0.07034856512358315,
0.008708268532676524,,0.06441849313284222,
0.008370148814528397,,0.06411490932499107,
0.007683473277689987,,0.061667745442766896,
0.00971686550857205,,0.0671995907629791,
0.010429155387866654,,0.0686818778906998,
0.01067601928585454,,0.06885719946340511,
0.011541719499387239,,0.07418916335231379,
0.007721690942018636,,0.06015251184764661,
0.009476347912200972,,0.06640228982034482,
0.009545322691433523,,0.06805731316930369,
0.007093281779242189,,0.06038989499211311,
0.0071469714227867754,,0.06081266720828257,
0.009334564037424954,,0.0637493886445698,
0.008709508141404703,,0.06546356176075183,
0.00641293919302131,,0.05963779182026261,
0.00788850203695658,,0.06335487432385746,
0.00818667894131259,,0.06442817222130925,
0.008951731455071192,,0.06455291160627415,
0.007555079493230503,,0.06104650838594688,
0.007360995753276113,,0.05814104488021449,
